video_id,duration,duration_seconds
kVVtBDaY8i4,PT10M7S,607.0
WvV5TbJc9tQ,PT3M52S,232.0
6-xB3ij-5xM,PT2M25S,145.0
XZo5o1Y0h9o,PT11M23S,683.0
K5BoE8eBzoI,PT2M59S,179.0
yMvpbrJ1CWQ,PT2M56S,176.0
tMSu3Gyz1jU,PT2M14S,134.0
OSBl32lNGBg,PT8M16S,496.0
fEhgT7G6ouQ,PT2M23S,143.0
l2StCpw8z-s,PT6M52S,412.0
moc_dHHp4LQ,PT11M11S,671.0
IYyjBXDyYLo,PT7M58S,478.0
FL9BbzUYXjA,PT5M39S,339.0
mto2mNFbrps,PT15S,15.0
pEN_htHtt_c,PT1M33S,93.0
inFGj1IyIwk,PT2M33S,153.0
2NpetP71B1o,PT13M48S,828.0
Hgc2njyY4Rs,PT6M32S,392.0
4JGWxG-vE24,PT1H28M11S,5291.0
S4vKQbpOn5k,PT19M6S,1146.0
O4Kb40pnoOY,PT2M8S,128.0
RsIIT6rXnSM,PT11M4S,664.0
lxSWRdgD4Ho,PT38M26S,2306.0
aO7yzmc3ykw,PT8M48S,528.0
rQ7yPtJ5Y7I,PT1M34S,94.0
jjEmFB7zY4o,PT3M34S,214.0
eIj9vqnhQ6I,PT1M44S,104.0
7VnEPIBsp20,PT3M20S,200.0
S45Y5WQ4Ucs,PT1M39S,99.0
VQhIUzPJi8o,PT5M33S,333.0
q_MmN6-KLXg,PT2M45S,165.0
IxF3mxWbdjw,PT3M50S,230.0
e2R0NSKtVA0,PT2M24S,144.0
Q48VduIflPk,PT6M7S,367.0
IoqDYnn7VKA,PT2M39S,159.0
EaEesT3HO4w,PT8M28S,508.0
oX8-6whswEA,PT2M26S,146.0
S1ke1xQ-rmY,PT26S,26.0
5Q7mKQmNWSE,PT6M5S,365.0
naOKPDCngMI,PT3M1S,181.0
phGlo_TNDp0,PT13S,13.0
SWUrl7FpkAo,PT1M31S,91.0
AZTn1UMs408,PT1M39S,99.0
x4TZEVqKIvs,PT16M46S,1006.0
PjqKPHZJgF0,PT4M56S,296.0
O6BODAJVYc8,PT6M47S,407.0
f6Egj7ncOi8,PT14M12S,852.0
j6X6PhexHnE,PT7M7S,427.0
UfR5dKcKJvY,PT4M28S,268.0
HqwVFXyCfOI,PT3M53S,233.0
mDRifR9HdK8,PT4M33S,273.0
KB_GCuJwPE4,PT15M20S,920.0
ejlD0Sg-8ig,PT12M47S,767.0
KX0fOxBVMRc,PT6M21S,381.0
8FqgrgVPvio,PT4M,240.0
uYaN4OLxm08,PT1M12S,72.0
8gE6cek7F30,PT8M49S,529.0
GTSjDaoZcAk,PT15M59S,959.0
1oFQ76ctfS0,PT4M58S,298.0
pcmbmC9cUUY,PT31M6S,1866.0
HMU5njzTAK0,PT3M36S,216.0
pKFd5rAUM2s,PT12M57S,777.0
4E0Fhct08QM,PT6M29S,389.0
AAbtGz8dHKc,PT49M41S,2981.0
RIAVKKzOocc,PT2M57S,177.0
aE4XqQZLkek,PT28S,28.0
to-e5edw-X8,PT1M1S,61.0
S0eLwrrTBlc,PT31S,31.0
u_SA2QkZd24,PT3M52S,232.0
MMu-_KRZhwM,PT3M47S,227.0
A-JtybJbVbA,PT4M32S,272.0
_JY-latu82Q,PT6M45S,405.0
TkCcncggO3I,PT3M28S,208.0
aaSEdxiITJk,PT8M43S,523.0
dbMtuJ1tZnc,PT4M11S,251.0
oFfMN6lPnlA,PT4M57S,297.0
8V08Gu1DOgE,PT2M1S,121.0
feh8CkaPkr4,PT7M10S,430.0
fyRwjMZFeJ4,PT5M3S,303.0
1A_feeLPImg,PT59S,59.0
buBEYGmiAJc,PT1M24S,84.0
QwZT7T-TXT0,PT1M45S,105.0
bVU-MmJZFFA,PT1M,60.0
8KgiaRPxRnQ,PT7M57S,477.0
vUiE_0GPqKE,PT3M52S,232.0
72hlr-E7KA0,PT11M59S,719.0
zDz9s2AOTVE,PT4M4S,244.0
iDbdXTMnOmE,PT5M10S,310.0
3GUYMZXyf9Y,PT3M55S,235.0
PLTC0h013S0,PT1M42S,102.0
Aj5oA0YxCi0,PT3M5S,185.0
ii-Qj5-jsdg,PT24M59S,1499.0
PE5wExUiazo,PT6M19S,379.0
iyjqs_1Nhr8,PT27M7S,1627.0
eDZKgSZ9V0Q,PT6M6S,366.0
bS_Zr-Hu4Mw,PT7M53S,473.0
eRphuaJ9iJ8,PT15M47S,947.0
rBkLNBRDw5c,PT1M25S,85.0
lR8ydxAJ_Cg,PT2M57S,177.0
QRl9IO2ORGE,PT4M26S,266.0
rM7t9jLrNnE,PT4M30S,270.0
Pfat40RFnc4,PT18M18S,1098.0
eOcJ27xT99w,PT8M11S,491.0
deJCEUFeehI,PT3M2S,182.0
WkZVm_o3Sy4,PT1M43S,103.0
7e-uqc8H2BU,PT4M49S,289.0
BP9HNVuGb-g,PT5M17S,317.0
rTukZtX_VCg,PT1M5S,65.0
IXNrHusLXoM,PT3M6S,186.0
njivNmUuFZs,PT6M12S,372.0
8RMScghsI6o,PT5M35S,335.0
KWM4DVRrdaA,PT17M28S,1048.0
clT-XYIceIc,PT8M18S,498.0
nk-_RJcWd4M,PT11M31S,691.0
HDx7dI1D1zE,PT16M44S,1004.0
Lydh_saD9EQ,PT35M11S,2111.0
JA_sKkXiQMI,PT7M29S,449.0
hzTORk64aXg,PT3M28S,208.0
tP214lJtKlM,PT2M38S,158.0
atvJwwec_2A,PT11M36S,696.0
An6cskMsG7c,PT3M1S,181.0
DbIbchSteCI,PT8M1S,481.0
Y1IMfvF8aQ0,PT4M1S,241.0
_uLpgrcLOZM,PT2M33S,153.0
dqr-AT5HvyM,PT6M15S,375.0
LsoLEjrDogU,PT3M43S,223.0
k2NskGo6x40,PT1M36S,96.0
ySy8mcceTno,PT2M40S,160.0
-7UzyXO-mzk,PT10M45S,645.0
l4zbAjDVrns,PT6M1S,361.0
JBw1nwYJESc,PT10M32S,632.0
BjRNY3u3bUw,PT2M36S,156.0
5qx2WFpNTPs,PT7M3S,423.0
GStMSkhmYEs,PT25M53S,1553.0
i8qukld8Z18,PT6M22S,382.0
aZ7F1yRM5vg,PT3M46S,226.0
VioegwSjypk,PT10M17S,617.0
n11raFYFfm4,PT2M40S,160.0
WoFqmF9GHWg,PT52S,52.0
lklTc_DTE8Q,PT15M9S,909.0
Mo9Xw_EYDFo,PT2M15S,135.0
UmFS7No3t8Y,PT9M3S,543.0
4b_tL3mh-Gw,PT3M54S,234.0
_YSVbM1saXM,PT2M47S,167.0
Js3WIRF595U,PT4M10S,250.0
1qIj0m7-sHI,PT6M40S,400.0
hGAA98YZBZw,PT1M36S,96.0
5xrks9k3feQ,PT1M50S,110.0
Y3TmKEeBUMM,PT49M34S,2974.0
7FgazlhALyE,PT1M20S,80.0
2fZ-qIHlA5M,PT4M55S,295.0
waRVWv_UDCk,PT8M29S,509.0
MfFFNck87eE,PT9M6S,546.0
RzK4sqmgimk,PT5M11S,311.0
F5F-gq2pyTk,PT4M11S,251.0
i6mQAdU646o,PT1M41S,101.0
ieRXuTkbWEw,PT3M7S,187.0
DuTnYi_HW2o,PT7M56S,476.0
kQQZ2hje42E,PT5M56S,356.0
iWyQqwNAMdA,PT1M30S,90.0
cOZa0SpqANg,PT9M25S,565.0
l7n58h-Zj3I,PT20M2S,1202.0
bozom9kH9pU,PT4M5S,245.0
Ysh3Z_rOa_U,PT2M13S,133.0
fKpCAZy4IXg,PT3M34S,214.0
10fjaHpOeWo,PT12S,12.0
0aFhzGEBQlk,PT12M41S,761.0
cQp_C_Zrc3U,PT22M57S,1377.0
hFEBexihBGk,PT52M54S,3174.0
REbjfHF0N0s,PT4M5S,245.0
gA-NDZb29I4,PT4M36S,276.0
TaVvm0r_gho,PT16M6S,966.0
GfCqMv--ncA,PT3M57S,237.0
r2vpDWS5ky4,PT6M17S,377.0
qT0mpVcH3ZU,PT3M9S,189.0
Mp_lLZEEXVI,PT24S,24.0
mBrdEYW0Vno,PT4M3S,243.0
lsyXtbi9znw,PT3M3S,183.0
KQT32vW61eI,PT4M9S,249.0
272qtYHyylk,PT58S,58.0
bzuXvmsufoM,PT8M46S,526.0
45dj8U3xSFU,PT3M17S,197.0
vXBfwgwT1nQ,PT7M9S,429.0
D0aAYfRBVik,PT4M52S,292.0
Uvh3v1BkJ-A,PT9M35S,575.0
4RYZEOZqWGk,PT5M24S,324.0
S10azlzvS_8,PT3M41S,221.0
3kerBt7kuBU,PT27M27S,1647.0
eIAtHvzjk98,PT6M,360.0
_SbotS1p4yg,PT34M59S,2099.0
6EHbZKLkeMg,PT6M24S,384.0
HD5PT7bvcis,PT15M22S,922.0
HzILu6yyA20,PT2M29S,149.0
J0jgpUIbMEo,PT3M14S,194.0
DOyL60sgi28,PT1M42S,102.0
ZoMB_4a7LOY,PT17M3S,1023.0
D30jtARAEh0,PT1M5S,65.0
GFGVhIhEZJg,PT14M36S,876.0
i_N3q2ZAj-o,PT1M12S,72.0
Qmf7p6twbyA,PT3M21S,201.0
razXGgVwSMs,PT2M32S,152.0
MjLqeKBforY,PT10M37S,637.0
-HrakxB4Klo,PT5M52S,352.0
fZJ4D2iAx9A,PT1M50S,110.0
SPJsPQBnA2s,PT3M3S,183.0
3mB2fIt7vzw,PT35S,35.0
9sbnGfWaOwQ,PT12M38S,758.0
fKrrlVdFFrw,PT9M6S,546.0
3oHhw_9bQk0,PT14M1S,841.0
Pc1Obe1BWhc,PT31S,31.0
hivGryRKGvk,PT15M31S,931.0
Q1INhRBrwKM,PT11M37S,697.0
LALQsqZP1nA,PT8M54S,534.0
gO7gWDnzV8g,PT16M12S,972.0
iES66zqOl64,PT39S,39.0
IFasecLYzD0,PT13M26S,806.0
tp6wtD9jGyA,PT30M29S,1829.0
ExP3ikM_wko,PT4M22S,262.0
EdkK29-TWJk,PT2M13S,133.0
MdBr8xh1mrg,PT6M16S,376.0
JTof-eIChUA,PT6M10S,370.0
B2MvoBRzrm4,PT11M4S,664.0
tgHnvbYlW2k,PT5M10S,310.0
LZaANM2Zt-Q,PT1H25M18S,5118.0
_LnZrXrdC00,PT11M24S,684.0
z2kEKZ6jyQQ,PT7M57S,477.0
ctBVhyZxXYY,PT47S,47.0
zvjqcoiOPbE,PT3M24S,204.0
D-pKeb6Wf4U,PT3M29S,209.0
02N508BDngc,PT15M12S,912.0
NJAtY43vsl8,PT4M51S,291.0
nUmO7rBMdoU,PT5M27S,327.0
ShZ978fBl6Y,PT3M25S,205.0
BfbIoUMdKZ0,PT3M48S,228.0
61hO5yTnAaE,PT18M57S,1137.0
wgqY-ojvNUQ,PT23S,23.0
0Juc2cL26mg,PT2M5S,125.0
Zjp0mdMeIPU,PT3M34S,214.0
dtdiFUwRQqM,PT59S,59.0
H79dKmgzcJU,PT2M21S,141.0
tFcfZwsbnnE,PT10M56S,656.0
DWaU47V3rMU,PT11M3S,663.0
T0R9gyvS24o,PT7M53S,473.0
ZhtQAeRH8XE,PT13M43S,823.0
BIVGh32dVnE,PT1M40S,100.0
SipouoqLyxM,PT6M14S,374.0
41QT769qVY0,PT2M35S,155.0
FtB3YSdLQR4,PT18M37S,1117.0
EiwmO-XOqZ8,PT51M15S,3075.0
f7kPSYWU1JA,PT1H26M51S,5211.0
vKuy3NdLhlE,PT32M19S,1939.0
8szK9FBpdPI,PT4M22S,262.0
Y6sVQu-6uL0,PT15M29S,929.0
1x77e4XvqZ4,PT1M10S,70.0
Wwyxaow1wWg,PT24S,24.0
UQtt9I6c-YM,PT1M2S,62.0
GtbbmlmtJv0,PT53S,53.0
7lIfFJgmJsY,PT18S,18.0
qmcVlPqy9-o,PT15S,15.0
getVCtn-4Zg,PT45S,45.0
Xqy62kBAiLk,PT22S,22.0
FQp6F0PjfpI,PT26M13S,1573.0
rpVHq00lOig,PT15M8S,908.0
_9krQvcXKO4,PT2M5S,125.0
3gx7O2H_Kmg,PT2M37S,157.0
1mYB8onrPt0,PT10M32S,632.0
vvuj7-xspns,PT9M35S,575.0
EQvdKS-QX_E,PT2M59S,179.0
9Z26NYFJizI,PT2M52S,172.0
hVOjyy5NuFY,PT9M6S,546.0
V84c6CqZ3dE,PT9M41S,581.0
M3W0ELaAOIg,PT12M10S,730.0
pWVrA0WQ3wU,PT15M6S,906.0
GdR0JlvbtWg,PT3M55S,235.0
5AGyFelwyk4,PT6M2S,362.0
WKfVxoPO_Qc,PT4M20S,260.0
HAGnqSKtn3s,PT10M20S,620.0
PC1iHFQ0zEk,PT17M7S,1027.0
aCoDqL1dK9c,PT17M36S,1056.0
kn073_61fpc,PT12M3S,723.0
SFdMa3nk1pk,PT13M55S,835.0
Lgdc2t_CldQ,PT10M13S,613.0
ReV1rHycYzw,PT3M20S,200.0
sujW2qs0DzE,PT8M20S,500.0
wOUTtsIp6tw,PT3M57S,237.0
QDqzQwKwvxo,PT23S,23.0
RVpcL0nL7iE,PT1M29S,89.0
s_FAjI51LPU,PT35S,35.0
XI1tgzimsRc,PT8M18S,498.0
I8caeFYzPxk,PT10S,10.0
6PXz2gNNR9o,PT3M50S,230.0
2_fUmjfzh1Y,PT2M31S,151.0
LaMxS5-4U-c,PT21M39S,1299.0
Hl0GSLcwHVs,PT1M1S,61.0
o0a6y9-owCg,PT5M35S,335.0
sQzbRulqz3s,PT2M1S,121.0
0PWu3BRxn60,PT29M38S,1778.0
Ye4z35i1b2Q,PT10M34S,634.0
Agg73-6QOYo,PT13M45S,825.0
U5EDORs8Jkk,PT14M6S,846.0
9O4WaQ1zqUE,PT2M27S,147.0
zg5lIBmmeRc,PT17S,17.0
w7WsuNNLcNw,PT4M19S,259.0
TgA2y-Bgi3c,PT9M1S,541.0
cAqmb-Pz4iM,PT2M20S,140.0
nr0PF7PukJw,PT4M13S,253.0
H5Su_JEpDaE,PT1M54S,114.0
TzMJabl_ykk,PT15M30S,930.0
dra9WRKpds8,PT1M23S,83.0
suqecwk9pdw,PT2M34S,154.0
hKxsmQXfmFo,PT10M36S,636.0
ztLELdQDadE,PT23S,23.0
DfSLEBm9WHI,PT1M44S,104.0
r3W2qepsQe4,PT4M43S,283.0
OPtomB--3Ss,PT2M9S,129.0
YiSsAjNtsFc,PT12M44S,764.0
JpoUN_A12Eg,PT22M57S,1377.0
WIkBvAmXyGU,PT3M39S,219.0
9Pwy-cAf09I,PT2M14S,134.0
c0mbyMWd0Q8,PT1M45S,105.0
FQfWKSdIreM,PT12M16S,736.0
tjwWaUs_OmM,PT8M26S,506.0
YXNeKeROiXA,PT10M12S,612.0
apJaKRqX9cI,PT5M2S,302.0
uui3jdrph5Q,PT3M33S,213.0
JNv4w6DFoYs,PT32S,32.0
qxVQ7ZEG1RU,PT3M25S,205.0
C3B69-LeVCY,PT3M28S,208.0
mlpS-ph8-Ec,PT3M23S,203.0
9D0eyl7-XQA,PT1M17S,77.0
hwQnXjZwQUQ,PT7M10S,430.0
PmUL6wMpMWw,PT2M38S,158.0
6EmFN1nRQ6M,PT15M40S,940.0
v0eafGbrSJ8,PT4M51S,291.0
vU7v5A5P8BM,PT12M35S,755.0
67LnlgA_Too,PT10M8S,608.0
4CGBSGEkbKA,PT9M56S,596.0
YSVLsQ6VBdM,PT2M48S,168.0
PJBmeqpw3DY,PT1M31S,91.0
7vLYNDTqpvQ,PT46S,46.0
9pXLSjDkcEE,PT2M19S,139.0
ys2x8oOK7wE,PT3M46S,226.0
2P6dG-csseU,PT3M37S,217.0
iM4lgtCFMGw,PT14M22S,862.0
v8aY6AzObYQ,PT6M1S,361.0
342Cqk9ew58,PT1M47S,107.0
ARA0AxrnHdM,PT2M6S,126.0
EeNrUTiwZVw,PT20M59S,1259.0
J-NEOU-Ujeg,PT2M3S,123.0
GHV7esppYzg,PT1M14S,74.0
viRVFxvXSss,PT4M32S,272.0
LJdfE2Keno8,PT17M39S,1059.0
gMFMb9-gfBw,PT36M19S,2179.0
ErZDtWsCA9U,PT10H43M42S,38622.0
BxhxZHqHDGA,PT1M47S,107.0
JNlOVdTQEIM,PT12M9S,729.0
34By94AKkZE,PT46S,46.0
unX4FQqM6vI,PT39M24S,2364.0
YtbArdw9oHc,PT1M43S,103.0
cJHA4lLp32M,PT10M15S,615.0
4qSziR6sD8Q,PT27M15S,1635.0
Jcghl0lbDSk,PT18S,18.0
a_u7g5BlfiY,PT14M22S,862.0
k5TqNsr6YuQ,PT3M34S,214.0
19QxOZU0zkQ,PT13M53S,833.0
QRtBP07gIHY,PT1M46S,106.0
fGHOLz35L8M,PT5M4S,304.0
nRJuIrO9GaU,PT3M33S,213.0
_X8XtZZYkNA,PT4M21S,261.0
sYlCztAZ3AA,PT8M55S,535.0
Ev9rOA2Yjs0,PT11M9S,669.0
8BQqX3bUqtY,PT2M55S,175.0
CA6A3ZlGlH8,PT7M39S,459.0
WyWqEFeKX2E,PT5M4S,304.0
k2NYfWKx1Vs,PT14M31S,871.0
Jiia2IcFwqk,PT10M25S,625.0
7LjC-nUPrNg,PT9M37S,577.0
Su6KVN33Bew,PT6M56S,416.0
H_cwo3NxUUA,PT10M44S,644.0
t4NRe5NI5Gc,PT6M56S,416.0
27GV1PS8_Cw,PT2M57S,177.0
XspEs1x9cPU,PT7M4S,424.0
gw82GrEt370,PT12M4S,724.0
P6ODTQKhaXk,PT9M5S,545.0
wH-by1ydBTM,PT3M46S,226.0
g5CNiarSdbU,PT2M28S,148.0
-a12nTEcoqE,PT1M3S,63.0
lzZadh-D8Tk,PT1M21S,81.0
zF5Q4OhCVsI,PT4M19S,259.0
RF_7NIHp6Yo,PT5M28S,328.0
KXPFrjp3yF0,PT2M59S,179.0
Zo_mpwmashg,PT1M58S,118.0
-IqpbDJFbZA,PT7M2S,422.0
SagsqxiVStM,PT3M4S,184.0
clvljBUYduE,PT44S,44.0
8sg8lY-leE8,PT12M36S,756.0
zUrDUxh5xS0,PT9M42S,582.0
X-zPrXJpiAw,PT16M5S,965.0
c47kn_Y4y8A,PT7M36S,456.0
sBC9r4HuKu0,PT6M32S,392.0
nIne06IQd_U,PT18M29S,1109.0
qmYcbgJBv7s,PT2M8S,128.0
oVbqjIuZgIk,PT3M34S,214.0
qETfaJXx22g,PT3M37S,217.0
yW6ORWYn3g0,PT5M19S,319.0
LyyqqECQ1z4,PT5M43S,343.0
Sbl4nCcO0qo,PT4M41S,281.0
mE9oqeXj4WY,PT12M39S,759.0
rYzLh2QuraQ,PT8M40S,520.0
uI9G_fZRLWM,PT5M48S,348.0
NuhhbcLyWWo,PT13S,13.0
GCTyFp0PpHE,PT3M45S,225.0
C2-bOy3H6Ss,PT10M34S,634.0
ANDqRchWuMc,PT4M46S,286.0
GMOG2yY6pAI,PT6M48S,408.0
gmgI-B5pKzs,PT2M46S,166.0
D7JorwX31CQ,PT4M39S,279.0
pcEQ5N0qGeM,PT2M22S,142.0
2dkl0fUKHAM,PT5M25S,325.0
yExDk_Re0Kw,PT4M45S,285.0
ySFJtla2LY4,PT3M30S,210.0
2_DRBnV4nGY,PT4M36S,276.0
6kyXZGyso8M,PT24M27S,1467.0
5SuDuzAtUwA,PT5M12S,312.0
bazp-LVqlK8,PT3M40S,220.0
80L97nV_vQc,PT6M11S,371.0
k4rpunDMC0s,PT2M27S,147.0
r5B5WmzdBKU,PT5M41S,341.0
3g246c6Bv58,PT8M21S,501.0
FH4SVGKUX8A,PT1M39S,99.0
BzzG-yDxA1c,PT49S,49.0
RCRVve3V1IY,PT3M54S,234.0
sP6Z94dDPEw,PT1M43S,103.0
gsVgqms1slE,PT2M26S,146.0
s9STSzi4iPI,PT45S,45.0
YOrIZowHR5I,PT13M12S,792.0
o2m06SDQJCI,PT4M14S,254.0
5m9rqSaQIWg,PT9M28S,568.0
SpC8U30Hnrs,PT3M41S,221.0
sun1x0ANt-Y,PT45S,45.0
tgGJhBTVCW0,PT12M5S,725.0
RFeQ_Ul1jB0,PT11M39S,699.0
uGV1YqYAiIM,PT3M28S,208.0
9qRqfWJ6ONU,PT3M49S,229.0
1JNxKJnPDAs,P9DT17H55M51S,842151.0
QjjAjg5aZCI,PT4M5S,245.0
aSKHH7Zqdjc,PT15M45S,945.0
r_HGFvrw5nQ,PT9M47S,587.0
DtWriozwdR0,PT7M54S,474.0
MXpPRTHo5fs,PT7M40S,460.0
6gFj1XJ6b5o,PT10M1S,601.0
4DQUrg0Yhu4,PT14M24S,864.0
5qvAXkzAcKw,PT2M15S,135.0
4tKdWdBf0M0,PT4M7S,247.0
QIN5_tJRiyY,PT4M19S,259.0
n-1QWWaRUZI,PT6M39S,399.0
RfFcaV5O7SU,PT2M35S,155.0
pT5XvFLmzMU,PT11M23S,683.0
obkLDeO58Wo,PT3M7S,187.0
Syar32OLFNE,PT4M49S,289.0
xgKyh00g6y8,PT2M1S,121.0
O-aQA1HKctQ,PT10M26S,626.0
ziLNTsTPL4k,PT3M56S,236.0
PSRJfaAYkW4,PT5M23S,323.0
ByO3RFHMdSs,PT51S,51.0
wYeMe6_ISKc,PT2M53S,173.0
35m4leH72dA,PT2M3S,123.0
7N_tNfBxCxE,PT4M38S,278.0
ESRAQtXVQL0,PT2M42S,162.0
0KEFbtZQdnE,PT5M40S,340.0
Hy71N2OSGZA,PT30M11S,1811.0
E579ABhzXwo,PT9M5S,545.0
tlqXVsoiwd8,PT10M25S,625.0
Sy3ERg7OCWo,PT3M12S,192.0
k-Uw58mxLV4,PT1M45S,105.0
wxd-5OIngDw,PT5M38S,338.0
260mj1dmJhU,PT2M15S,135.0
rxUfRhVYeKI,PT6M59S,419.0
PXi4JIklpOs,PT1M31S,91.0
c_KdAO6MqiM,PT9M45S,585.0
9L4-DV1nVek,PT7M5S,425.0
kjkw7rKhPfc,PT2M30S,150.0
ca3eYxZedD4,PT15M10S,910.0
5tCyAEMaE-I,PT4M8S,248.0
CFwXUarN-wg,PT9M5S,545.0
guI0Ydh7wT0,PT2M36S,156.0
W86cTIoMv2U,PT1M58S,118.0
dfnCAmr569k,PT4M12S,252.0
OQkfDJ2zVNo,PT2M37S,157.0
h9O-JH4DtiQ,PT1H47M9S,6429.0
PeYARbPHcvk,PT1M24S,84.0
Mgfe5tIwOj0,PT3M51S,231.0
BmMuLuG1yW8,PT37M12S,2232.0
Htu3va7yDMg,PT3M38S,218.0
6Y65fxIRs8Q,PT10S,10.0
HnnRyhuX_jM,PT1M31S,91.0
BN7rNfOsBJo,PT11M28S,688.0
Z-dLdCXhapc,PT19S,19.0
Q-oM2BQ8Jow,PT3M43S,223.0
mQdBJGlnQYs,PT1M50S,110.0
WKrnYjpmcpE,PT1M25S,85.0
e7vFVFcnBQQ,PT15M44S,944.0
d6awT91VKUw,PT42S,42.0
TxGmy416VRs,PT54M19S,3259.0
JyVzPx4ecHA,PT3M17S,197.0
czBa9nbvGNA,PT4M40S,280.0
VNigGwmovdA,PT47S,47.0
yRCsqCC7PFg,PT11M46S,706.0
iJPjFddLOxo,PT4M43S,283.0
Qc9-dHabR2E,PT18M35S,1115.0
8nsWMmFYRqE,PT3M58S,238.0
YXTzMOmmEfE,PT4M18S,258.0
5qjU_wPyv4E,PT3M56S,236.0
uzCxM2qFWeI,PT6M43S,403.0
1-jXHDiRnC0,PT5M24S,324.0
s1cpCfX-mgo,PT3M36S,216.0
fmqcXfcrAis,PT46S,46.0
lSaGEo3UfBk,PT22S,22.0
fO_zejwc054,PT47M53S,2873.0
Vq5cYJ4vtvk,PT3M41S,221.0
MinKIBZv2-k,PT2M8S,128.0
ONI_06wGbsQ,PT1M41S,101.0
cAamrkLjIuM,PT48S,48.0
3pTpz76vZfc,PT3M46S,226.0
__-22AJoFxY,PT4M11S,251.0
thIRJLsnIxY,PT1M24S,84.0
WmYCUljsrDg,PT4M59S,299.0
XKQa1vx-oNY,PT3M19S,199.0
4yG_k2Zlw7Y,PT3M31S,211.0
TKMXw1YI5S4,PT54M46S,3286.0
5IyiD8xv_Pk,PT1M1S,61.0
lOEI6hYZe6Y,PT1M39S,99.0
7sEKooUZi7I,PT2M18S,138.0
_GPFA89Vilg,PT11S,11.0
uuWrT3jBzrw,PT37S,37.0
0f7CuSU_huU,PT31S,31.0
R8C9rZQlcKM,PT4M13S,253.0
Cf3zj7D8SQ4,PT16M41S,1001.0
flvn3JfcVHk,PT15M54S,954.0
GKbjOWPbBwk,PT1M34S,94.0
mrSUROagyDc,PT11M,660.0
Eswl8SSywzA,PT17M58S,1078.0
mbAPZq5HFAE,PT11M36S,696.0
0Rj7pHC_6jc,PT18M13S,1093.0
mTHLyCqtLJE,PT32M38S,1958.0
5YOvZU1QRRQ,PT5M41S,341.0
fsQD85uD8nM,PT6M39S,399.0
eoBOueMfdcY,PT1M14S,74.0
FQC29joihwU,PT1M44S,104.0
3Mg0SCxwvMo,PT56M53S,3413.0
Hl6lrx2O6WE,PT2M24S,144.0
8bqvu8eFZss,PT2H27M59S,8879.0
XcdLVKYsHHU,PT3M25S,205.0
2Yb_VA4L3YU,PT35S,35.0
C82YHbZNmKs,PT11M30S,690.0
7iksIsZOCBM,PT1M29S,89.0
UPFo1B81hKM,PT1M48S,108.0
SPCYaMmPnIQ,PT51S,51.0
62GUa_XUosE,PT47S,47.0
FMXdXCYvLQQ,PT36M12S,2172.0
mt22NvsTRG0,PT3M4S,184.0
HPdmdO0ZxgA,PT41S,41.0
jb-To6qJcxU,PT1M32S,92.0
OKgUiBOpsZ4,PT1M45S,105.0
AiyZ92_JZxA,PT8M10S,490.0
sirrTXiPFmw,PT10M40S,640.0
ijUK3z5rt5s,PT15M35S,935.0
T5ITSG6KGlc,PT51S,51.0
z05WIkCvgjU,PT16M47S,1007.0
C6SZa5U8sIg,PT52M41S,3161.0
U0W_rpvm3Ys,PT2M26S,146.0
-mvfLtZTe3Q,PT41S,41.0
jVNepCaqJok,PT24S,24.0
SmqLoqByhL0,PT7M33S,453.0
GLrSJJRKrDU,PT4M1S,241.0
h5CLO2n6OxQ,PT13M23S,803.0
KwnnwRSWz4o,PT6M17S,377.0
dWxS9_OwC8Y,PT4M2S,242.0
GxmDeU_4UlQ,PT5M42S,342.0
ir-_cm0BaWc,PT13M6S,786.0
48SbgzxKW-E,PT3M9S,189.0
8C8pRDetZr8,PT1M40S,100.0
O8bszsJ0D7I,PT17M44S,1064.0
pWqRw4NfFDA,PT1M52S,112.0
WKdt-UxuPxM,PT6M1S,361.0
a2Whkq4rClY,PT22M29S,1349.0
FHZktpgVW7w,PT1M57S,117.0
xgo7SDyFqvc,PT3M21S,201.0
XMdBA8KkQiY,PT10M13S,613.0
6ZkZ7pSD2mw,PT47S,47.0
aTgxG6LPh9w,PT1M15S,75.0
yUMalTN2OvM,PT41S,41.0
ibUV-bxcCZA,PT11M48S,708.0
uNuOS-qwM0Q,PT2M51S,171.0
KxdXruUUSIM,PT6M13S,373.0
A_yJqOZcIQ0,PT26S,26.0
iyeWTFLzNZ4,PT41S,41.0
OJzpoj_NxqQ,PT1M20S,80.0
v6WdrNN9j8w,PT3M48S,228.0
GGvP6e56ja4,PT4M7S,247.0
HL6ECWZ8G1s,PT3M8S,188.0
3hn14sIQc6E,PT31S,31.0
9Tuqhjq5ANQ,PT1M22S,82.0
_Ch5ClOB9AE,PT5M40S,340.0
0nVO-yU0oxM,PT4M18S,258.0
jkkinXnXErk,PT3M16S,196.0
JpR_JaVguBk,PT21S,21.0
ORDHYULS2NM,PT1M13S,73.0
oyC4lLTOyL8,PT5M,300.0
iHcfeuGYuzU,PT1M17S,77.0
zNqSvg5qwGw,PT8M39S,519.0
seplheZ6d7M,PT43S,43.0
9GqohosViw4,PT7M24S,444.0
SC8Eg0odTfY,PT2M32S,152.0
4FkzLs7cLes,PT6M59S,419.0
jXuAqchqTs8,PT15M14S,914.0
IQ2lnlj9WzQ,PT31S,31.0
PJ9jj08bR38,PT1M16S,76.0
MvFcY9rTPx8,PT10S,10.0
