video_id,duration,duration_seconds
hGoQ44SfV-c,PT2M57S,177.0
UiWGp8dFr5k,PT1M58S,118.0
_r9GPgvN8As,PT1M33S,93.0
yTyLXFAIfOI,PT4M56S,296.0
PE7ZhHirBFk,PT3M46S,226.0
VdugkldCx10,PT2M53S,173.0
wFEAoF7RC7Y,PT6M1S,361.0
MfLcjWq6m9o,PT1M2S,62.0
RO41_2cWSXA,PT1M13S,73.0
QY83PJXQYXc,PT2M58S,178.0
QME3eyBXqpU,PT2M45S,165.0
yef_HfQoBd8,PT55S,55.0
JANApS0P4z8,PT4M38S,278.0
CzCfd0eaWoA,PT7M30S,450.0
nGv8FK28g4s,PT25M8S,1508.0
AxWxJNHoLC8,PT4M20S,260.0
qKh7JdoPZz4,PT14M59S,899.0
dHDn26UX4aw,PT1M21S,81.0
gwrfwx1QcDQ,PT10M27S,627.0
hXzcIoq2ing,PT5M3S,303.0
U22EEAK_VLc,PT4M46S,286.0
VQdKe6_3PAU,PT11M47S,707.0
jLZuaFZWa7A,PT2M30S,150.0
xArN1yUcXXc,PT5M6S,306.0
aobdrJr6UaE,PT7M32S,452.0
AFZZNlog8sA,PT3M11S,191.0
07bTt0BTi-U,PT11M35S,695.0
uO_8d1t5Xh4,PT2M34S,154.0
tj3EKWwIulQ,PT1M8S,68.0
Y8JGfi4MJ8k,PT2M15S,135.0
qXivpclxftM,PT13M55S,835.0
wppAQ8uZpfQ,PT3M26S,206.0
515lLZS082U,PT2M46S,166.0
iA5u80nS1PQ,PT1M55S,115.0
H-kKZujl8CI,PT24S,24.0
F1b5ouja_VI,PT56M39S,3399.0
pmS2oJQ8SIs,PT32S,32.0
VSJ0STT8JRw,PT3M57S,237.0
sfweKCYOPFc,PT1M53S,113.0
Bzji05zubSc,PT1H4M1S,3841.0
f9psILoYmCc,PT2M59S,179.0
_6uvQtccJss,PT8M43S,523.0
uPyLIBSVrMw,PT12M12S,732.0
t4ZsyO1n-kA,PT2M2S,122.0
dpLrlEBFq-0,PT5M36S,336.0
VoAzRs3sE70,PT2M49S,169.0
VUbsFtLkGN8,PT6M26S,386.0
PtNRJvsLHV0,PT2M50S,170.0
npcqBt_e4k0,PT6M,360.0
MU29Wqg_BVo,PT18M39S,1119.0
gO_QM9oUcM0,PT2M25S,145.0
Xk_Gv89jzas,PT28S,28.0
THr_seahKUI,PT1M,60.0
uZ1M3DkKCEI,PT3M34S,214.0
5qxqo2CQakA,PT4M4S,244.0
UVaeRX9LybU,PT16M33S,993.0
NKin_i1pcFA,PT27M35S,1655.0
QzfnWcHhdyQ,PT11M38S,698.0
UqItlHUSN-4,PT3M19S,199.0
2mrOcJNPxEc,PT3M59S,239.0
GBhrvR838Ag,PT1M10S,70.0
w2A8q3XIhu0,PT3M36S,216.0
2fGXDFiFBhg,PT8M24S,504.0
LQicq60aJaw,PT20M26S,1226.0
sOIBkZsGb0A,PT5M47S,347.0
QssLKnUk6pg,PT2M17S,137.0
lOT0GOyw2pY,PT8M33S,513.0
d-NCySETRIc,PT45S,45.0
m7CtnR47w20,PT10M48S,648.0
KrxDhokzEv4,PT5M18S,318.0
IOuFE-6Awos,PT4M22S,262.0
X26e3rK5SSM,PT4M14S,254.0
bkwLxcfcKTY,PT7M56S,476.0
XAzqBDFs418,PT2M29S,149.0
AV5TOlGFHk0,PT6M34S,394.0
aQzai9oXb-g,PT16M10S,970.0
SCR1KeLDZxw,PT6M32S,392.0
8pffcngJJq0,PT1M26S,86.0
f0H4h0sfZIU,PT33S,33.0
wgiW1uFZYr8,PT7M41S,461.0
2UPIKvHp_m8,PT58S,58.0
2nshBD9EbxE,PT14M2S,842.0
zbV1zyg_4qU,PT9M48S,588.0
JcC5VGOx8I8,PT3M26S,206.0
ir8UofAKNCM,PT3M37S,217.0
gm5P74vcB84,PT9M10S,550.0
ilaSwO2fx40,PT1M57S,117.0
qgGooEyeNNc,PT4M40S,280.0
lR-oJvKJyUY,PT11M20S,680.0
Dkut3XLIVrI,PT3M22S,202.0
feDs1pIhTFQ,PT4M43S,283.0
EJ-4nFz5hjU,PT7M37S,457.0
Z9cB0TjfIkM,PT6M38S,398.0
a8gzChJsvEo,PT16M53S,1013.0
ykHeGtN4m94,PT1M52S,112.0
YL9sNrOlK-I,PT2M23S,143.0
lb0Ymam2Za0,PT5M,300.0
wa9ZyarpM2U,PT8M42S,522.0
ljEjBIZ2qCQ,PT3M19S,199.0
3XklsSF53pc,PT7M34S,454.0
LeWtF5y9-6Q,PT2M37S,157.0
NqntFonA2iY,PT3M23S,203.0
nVrkQyLS4oE,PT8M45S,525.0
jtVz0qxQM_U,PT3M6S,186.0
LqF3QRp3VCE,PT7M10S,430.0
d8GHT9nK66Y,PT3M3S,183.0
QgaYsdnOMiM,PT14M45S,885.0
-1yT-K3c6YI,PT16M39S,999.0
exYLX9xGoyo,PT10M1S,601.0
0WPYpeJA__U,PT2M18S,138.0
xe8Id7pDNOM,PT7M57S,477.0
4FgV0yBZG6E,PT4M21S,261.0
3MA_64gyaA0,PT12M20S,740.0
pDi7cezk9CA,PT4M45S,285.0
BOQ-wZQhZZo,PT8M19S,499.0
JbQ4MwDdxSU,PT8M40S,520.0
UXm1xHECZu0,PT5M46S,346.0
aliDVYH08pg,PT11M10S,670.0
q9bGAAYR2MY,PT8M47S,527.0
e5IRkF20JmU,PT9M35S,575.0
ngMbosIcDRo,PT3M8S,188.0
al0lGtRpO5M,PT2M32S,152.0
Wzvr_rtI82w,PT3M55S,235.0
8rWuGBPA7bE,PT26S,26.0
6tiphMs-dCY,PT4M49S,289.0
WLagbArQsuE,PT4M4S,244.0
4iN6uiOsCr0,PT6M28S,388.0
S2Cq_TpNXoQ,PT8M19S,499.0
Fjm81OPZbpU,PT5M24S,324.0
VXFQWu55vO8,PT12M32S,752.0
w_b63zETbSs,PT2M2S,122.0
hkFYWyy9Jek,PT3M19S,199.0
OScBxa6FpCk,PT3M22S,202.0
hYip_Vuv8J0,PT17M50S,1070.0
sw7RElt-SvE,PT2M21S,141.0
yF_EbNjQq3E,PT1M30S,90.0
oBVr0nUC5AA,PT1M14S,74.0
lQ9EpoaNQRc,PT1M54S,114.0
rtJ7JTApIfM,PT5M31S,331.0
fRFCXQ3HgdY,PT10M38S,638.0
ds3tvjwdmGM,PT2M6S,126.0
npCluN5VHF0,PT8M59S,539.0
mUcUy7SqdS0,PT38M18S,2298.0
VTVLcK2zybM,PT2M44S,164.0
iLN0_ghe-Tc,PT1H28M21S,5301.0
BGk6_KEFtLE,PT1M50S,110.0
7QLZXfVJmEY,PT9M26S,566.0
h2DY-VCtb54,PT1M9S,69.0
MhneJpcGVD8,PT1M20S,80.0
6ZfuNTqbHE8,PT2M25S,145.0
nx1R-eHSkfM,PT1M3S,63.0
evhLzq7Gsak,PT3M31S,211.0
My4RA5I0FKs,PT9M9S,549.0
WeyLEe1T0yo,PT4M,240.0
KXHrCBkIxQQ,PT2M12S,132.0
7AXo-bYGXI4,PT3M36S,216.0
REt-3P5h4Lo,PT3M57S,237.0
v1OhsiZjpww,PT1M29S,89.0
0nybdPCuvRI,PT59S,59.0
ZfHiw_LFNGw,PT2M19S,139.0
ggpoZyF2lU0,PT1M17S,77.0
qEklBC2BQig,PT31M45S,1905.0
F0rXPrnC_Ps,PT6M16S,376.0
xegUPsJaUKc,PT5M4S,304.0
LYX7CnSiBSM,PT3M25S,205.0
y7QjFRtt-sg,PT5M6S,306.0
1vc1cKeor5A,PT8M44S,524.0
JDK3l9TmwAo,PT2M48S,168.0
W8_T7MMywcs,PT24M5S,1445.0
CXK3OiDgymo,PT7M6S,426.0
IbVR4kzVQrk,PT1M40S,100.0
EP5ExDvQ3p4,PT48M52S,2932.0
L34y5NGMQBY,PT7M58S,478.0
-v-_Z11T5L4,PT11M43S,703.0
XvHgyZYz2LY,PT4M24S,264.0
_KEN-cxmGw8,PT1M31S,91.0
piyds9slayg,PT6M31S,391.0
o9zRQijCN5w,PT3M34S,214.0
Em8C6AvD4sk,PT7M14S,434.0
TNRrY8m71u4,PT13M9S,789.0
9QkNE2m4ZDM,PT4M47S,287.0
FA_gIAGNDQ8,PT2M11S,131.0
d7E3F0Vt2rE,PT1M24S,84.0
PcYo_bdCvTk,PT5M6S,306.0
lD0etN63KCg,PT4M16S,256.0
KWn4JmiM2pM,PT1M21S,81.0
J0VUaYYK-zk,PT1M38S,98.0
aLSG3178eD4,PT45S,45.0
hQlXLdZtX6s,PT3M26S,206.0
Upems4CB_ps,PT31S,31.0
6OSySP61QuA,PT3M22S,202.0
Stbz2qg3ACc,PT31S,31.0
XbuQAbG2AZ0,PT35M10S,2110.0
TsT5GLWgSkU,PT1M3S,63.0
LU6xDgpnIyM,PT18M25S,1105.0
k_aT3jAK_QU,PT7M6S,426.0
aT1gOazMMm8,PT4M52S,292.0
tuONqBMf3XA,PT24M43S,1483.0
SFr0fCgrTNQ,PT20M29S,1229.0
fLwKs5yslSU,PT2M27S,147.0
pCfmsVFCPmY,PT3M38S,218.0
rdJdJpwmcKU,PT4M,240.0
sk-DFZh1G1w,PT11M40S,700.0
nMbUA7dghlk,PT6M14S,374.0
we2XODhx-CM,PT6M25S,385.0
Iay3Wu6wybA,PT4M4S,244.0
h5XzGyjEkkc,PT1M42S,102.0
sTvY9Llqtms,PT5M7S,307.0
izwomieBwG0,PT10M20S,620.0
ZBXZojt6dpM,PT3M44S,224.0
Lwfhn_MiTTg,PT9M25S,565.0
pWZnhJay0Y8,PT7M32S,452.0
0vhxoVwqZkk,PT9M13S,553.0
kehML-RAkd4,PT11M3S,663.0
0xCggNCs2kU,PT4M4S,244.0
BLts9UN_K3g,PT3M51S,231.0
CV0J3Bq3BIc,PT1M7S,67.0
2BIx2x-Q2fE,PT9M20S,560.0
aTvw9_dxBlk,PT5M57S,357.0
0MyCrMrkMFo,PT15M19S,919.0
UAdJvXMIlXc,PT1M15S,75.0
4SvJgnhnUag,PT47S,47.0
TPcV_3D3V2A,PT2M40S,160.0
Zx7p_tmWlq0,PT19M29S,1169.0
2nJ3U5dzvPs,PT4M12S,252.0
ri1m5j_yq8A,PT53S,53.0
sQi0Yu1ApyE,PT2M40S,160.0
6d6SmcYcP_U,PT3M12S,192.0
Ah7ldw_WmtE,PT33S,33.0
dQLlS4l1UJk,PT3M23S,203.0
lRdsL1z7Ml4,PT2M4S,124.0
Wfoy_OvNDvw,PT1M31S,91.0
dcZY7uG-mn4,PT1M17S,77.0
lDyHwwSMRmM,PT33S,33.0
WG8JK-cPu-g,PT1M48S,108.0
SM1w9PEQOE8,PT6M48S,408.0
SA7AIQw-7Ms,PT4M47S,287.0
gob0unzEdRw,PT6M13S,373.0
8kFnLQySIzU,PT5M53S,353.0
EKkzbbLYPuI,PT3M7S,187.0
bMrRN99DYKU,PT2M22S,142.0
817P8W8-mGE,PT4M19S,259.0
0qpE8IHz3go,PT13M19S,799.0
2HboMs0vbsE,PT6M7S,367.0
Em9EI37Yy9g,PT9M33S,573.0
e5N_Tq1EtRQ,PT53S,53.0
tfaGleA4qYo,PT2M18S,138.0
OZqsFkJpvj0,PT5M35S,335.0
jLM2ibaRbrk,PT4M58S,298.0
wSwewlSkIXU,PT4M36S,276.0
44W9qstI8H8,PT4M13S,253.0
sYorT6jRNDc,PT4M33S,273.0
fEskVQgtwaI,PT2M30S,150.0
tNla9nyRMmQ,PT5M42S,342.0
o7iL2KzDh38,PT3M4S,184.0
aA6Z0x4rX30,PT7M27S,447.0
OrwBc6PwAcY,PT2M29S,149.0
osc1DbNpNXE,PT3M38S,218.0
HaRpFCEWLE0,PT4M33S,273.0
9fe3ECuYWlI,PT4M28S,268.0
eep4_0JaaG8,PT8M37S,517.0
7NcVNt7zQJM,PT3M40S,220.0
vOKOamXsXYE,PT4M56S,296.0
cIriwVhRPVA,PT4M5S,245.0
SYVSeH6sYYU,PT3M42S,222.0
UKKYt6fWob8,PT11M11S,671.0
EA5Tn5Gw_8s,PT3M55S,235.0
jSh3FFKFH_g,PT3M24S,204.0
VhexfxLPgTE,PT2M12S,132.0
J2kNt-PHayo,PT12M19S,739.0
f2xPEy4PrmA,PT1M19S,79.0
51tc6o12uqA,PT8M,480.0
gvZW4Lh-8Mc,PT1M22S,82.0
mGAdg2lB6nQ,PT2M24S,144.0
be3BHwNi58A,PT10M16S,616.0
eu6hJx1L9IU,PT4M21S,261.0
oX4YCoO6tK4,PT22M32S,1352.0
DQQN_79QrDY,PT10M3S,603.0
H9wMNxbQM-4,PT6M21S,381.0
GhcqN2FDAnA,PT1M19S,79.0
8cpqLRC7T80,PT24M14S,1454.0
2iC9IGKIP50,PT3M52S,232.0
hBvcngHRTFg,PT9M56S,596.0
h8hMvvP_Bdo,PT4M37S,277.0
QF031DwMffQ,PT2M3S,123.0
Mqaobr6w6_I,PT11M5S,665.0
-py2awmME8s,PT2M25S,145.0
beUCw1VH11U,PT5M26S,326.0
ElmsIGT85tI,PT3M34S,214.0
B9127l-xpdE,PT14M15S,855.0
hms9nX3RUdk,PT8M23S,503.0
QUDYmBTrudU,PT1M13S,73.0
uUEdjGTIB9Y,PT17M21S,1041.0
WXyLdg4mJxo,PT4M2S,242.0
Bju5Enu--80,PT5M12S,312.0
uLY6Nypmk1A,PT2M35S,155.0
lyavSkF30Rs,PT6M28S,388.0
k9oMv0JzCn8,PT4M10S,250.0
8bKKVuZA0ys,PT5M18S,318.0
RxzZ_OXQApM,PT42S,42.0
CVPp5FtQN8E,PT3M11S,191.0
BGtsTNCMrQI,PT26S,26.0
p7E8g-Ity0k,PT2H49M35S,10175.0
_9YMpuLDnwo,PT18M23S,1103.0
Z2Y8jGrkrDc,PT21S,21.0
e77J4g0LMOk,PT6M30S,390.0
sW5HaEsnuMI,PT11M43S,703.0
bXYkU5u5pzg,PT27S,27.0
spuXN0ccRQ8,PT11M2S,662.0
xejjA2AFO5I,PT45S,45.0
iMg9ibfcBnM,PT7M7S,427.0
sxxJug2Ob_A,PT4M38S,278.0
AWtpYfjylCo,PT8M3S,483.0
Z48OG9917mg,PT2M40S,160.0
an6dsm86Kn4,PT16M33S,993.0
gkvhlo4a5iQ,PT6M9S,369.0
oFBuCp19L7M,PT6M12S,372.0
EYLUUm9SLW0,PT16M12S,972.0
-rZkKvRZ0UE,PT1M1S,61.0
MQSRmx9zS64,PT10M24S,624.0
olOdCkYIsrA,PT2M41S,161.0
uFUHjJQIC_4,PT12M,720.0
aSO1gltbg0o,PT3M24S,204.0
8IEvxQKzLyI,PT14M2S,842.0
PWrsHhAuVZg,PT49M49S,2989.0
qaivW5joQrk,PT6M3S,363.0
SsmgtO1zAhg,PT1M47S,107.0
cNrfQm9yG5o,PT3M49S,229.0
wG7byaLSmFU,PT3M51S,231.0
-gfGtIHfU7A,PT4M57S,297.0
1I0cUTXwr-k,PT6M51S,411.0
GxLYCKB8v2w,PT4M15S,255.0
GDUncuEErzQ,PT4M12S,252.0
5MtBgDVPtx0,PT2M47S,167.0
JdrdNQfZoqs,PT57S,57.0
SxAp27sFaIM,PT4M47S,287.0
266EI7hdjFs,PT16S,16.0
c3BTGJgd8Wo,PT39M50S,2390.0
me5ifeBFaFo,PT1M49S,109.0
-C5q3oir8gA,PT11M39S,699.0
X6iJ0hPpGec,PT8M22S,502.0
xl3HhY2BTuU,PT8M23S,503.0
sjN-NGsRg9g,PT3M7S,187.0
1l26UFQ06eQ,PT3M20S,200.0
w4lcP5ZA4wg,PT1M43S,103.0
92HCNclQOYo,PT1M52S,112.0
a-4_6bThk2E,PT8M45S,525.0
48qcnpCWBq0,PT2M59S,179.0
6wHVgiM0R54,PT4M1S,241.0
YF6xzqOfCD8,PT2M46S,166.0
JR4oPuV3CWg,PT3M31S,211.0
JgByDCdtNE8,PT6M24S,384.0
l5S5DM564O8,PT59M35S,3575.0
bJNnsAmNoUc,PT3M31S,211.0
3SlG3sE8Ytg,PT9M8S,548.0
X212iTIMfYU,PT7M25S,445.0
76-ui4F8DJ0,PT24M7S,1447.0
6SevTnFTdpA,PT6M43S,403.0
A34O0pCAQ60,PT2M22S,142.0
OdpHOc7vqHA,PT17M13S,1033.0
0doVNhCyoA4,PT24M3S,1443.0
DgOUdtUlL24,PT11M4S,664.0
UpGPcHrVUZI,PT31S,31.0
eV6yLbWCMDU,PT3M31S,211.0
HVjlcUtuENM,PT5M24S,324.0
a33EuuqAP9U,PT13M20S,800.0
q_yzyuYDhVw,PT2M46S,166.0
pKkZjjhPCQM,PT12M7S,727.0
a_iMlwkzwow,PT6M46S,406.0
dDAlGl_8f9U,PT4M19S,259.0
-RmUADCWI4A,PT11M41S,701.0
YvcIeSfaB3c,PT12M53S,773.0
qgTtyfgzGc0,PT45S,45.0
z1FfOwjlqxU,PT5M3S,303.0
KjICBHj1EzM,PT9M43S,583.0
k8RSetlPF04,PT17M27S,1047.0
BOZngVYS04s,PT4M1S,241.0
mrORbZ2dS08,PT3M11S,191.0
dd3XfA4NVcQ,PT56S,56.0
v_CMMWCN5nQ,PT7M6S,426.0
AtbyHpFeVDI,PT7M11S,431.0
U0Az4NHlzfc,PT2M18S,138.0
R8WBN3fJmwM,PT14M28S,868.0
blgS56pESPk,PT2M58S,178.0
BC19fhyTG_M,PT2M41S,161.0
mIxlvVlOIS0,PT5M40S,340.0
84hXRY0uwQ0,PT29M31S,1771.0
2v34qDKvLqM,PT5M15S,315.0
0v-6AylRH68,PT43S,43.0
xi8u9DcC0_Q,PT5M38S,338.0
u5Jw7D-c3II,PT9M2S,542.0
OImHUNVLlco,PT2M1S,121.0
Gw-Mm-hS_UY,PT3M46S,226.0
Cfn25A6krNg,PT1M15S,75.0
kJ18whKduFo,PT10M19S,619.0
oxSlLYC_Exw,PT3M42S,222.0
Sl-NvOZ23m8,PT7M46S,466.0
TzQe4sqjZT8,PT2M42S,162.0
hKqzBGE5w-0,PT1H36M33S,5793.0
AW9M7Cmzjj8,PT2M51S,171.0
CRnCh-Y-kwM,PT56S,56.0
YF8415hDtEg,PT1M14S,74.0
Qh06wlg9RmU,PT3M17S,197.0
q6xkWA0Qi98,PT3M57S,237.0
J7BVU65c8AQ,PT6M35S,395.0
SiDhj1Vq-uQ,PT4H45M34S,17134.0
W_pH4u5-NhE,PT1M,60.0
nVHcXZK7pKs,PT8M13S,493.0
tfyNPxM-M-w,PT4M45S,285.0
MDsJ9hheH30,PT1M25S,85.0
ajh-Gn-2wWo,PT47S,47.0
FlsCjmMhFmw,PT7M15S,435.0
Zh4c5IrllBg,PT11M54S,714.0
7Nv1KoqM6vc,PT3M51S,231.0
QbDuBTWrU-o,PT5M44S,344.0
Bf22Vq5phKo,PT10M32S,632.0
upzmEBwEtpo,PT7M7S,427.0
qLVZiKDNxtw,PT2M28S,148.0
KXRYlfjlFLk,PT3M47S,227.0
GnevZOMl78I,PT3M22S,202.0
koUB3vl737c,PT18M33S,1113.0
5wKYV-9Tq1o,PT9M44S,584.0
aJ9XruZm_Hg,PT1M21S,81.0
5Kk5QxB9lWk,PT3M8S,188.0
UZf9m_x7o88,PT7M13S,433.0
Xpw0ts8RTfk,PT32M9S,1929.0
0lXX3dJUAGY,PT5M5S,305.0
t9JlSrTH9r0,PT51M30S,3090.0
6bJRu0_p-Ig,PT4M,240.0
Hi91aDmYI2E,PT1M48S,108.0
XSP5yHZN1I4,PT3M48S,228.0
h4kv0iKgiks,PT9M34S,574.0
j5cSKF5FzD0,PT3M51S,231.0
QA2fKoT6Sig,PT1M27S,87.0
mG9kK9TgxkQ,PT41S,41.0
PgpOosts_Ms,PT2M39S,159.0
3Xb3eOH4PMA,PT6M50S,410.0
smRlXuBcp3c,PT1M55S,115.0
AgrK2P3Ruug,PT4M51S,291.0
D8PXRnN0KPU,PT8M7S,487.0
I_puTos3yVs,PT2M35S,155.0
BPmgDhwbd1w,PT6M18S,378.0
__4c1JCHvaQ,PT21M22S,1282.0
sFMehG2tDcA,PT37S,37.0
Hlch9lKAeXo,PT12M13S,733.0
kl39KHS07Xc,PT10M6S,606.0
_72fqgEevOo,PT6M2S,362.0
r8FQ5wUYm9c,PT1M37S,97.0
48pP0WFjuOE,PT8M24S,504.0
8mQelXnPxUQ,PT8M39S,519.0
IfYRzxeMdGs,PT8M50S,530.0
iU4J2FF23Do,PT38S,38.0
bg7RjxsghNY,PT3M36S,216.0
VRiJHZU0Fxg,PT7M2S,422.0
Ps-nEyvsCKY,PT8M23S,503.0
mkpINSUnDpA,PT6M4S,364.0
9U9N7U2XdcI,PT8M22S,502.0
Lx_rI8ACqsc,PT11M37S,697.0
GP0uH-PaE_E,PT6M53S,413.0
jgvQzWAhoiw,PT18M20S,1100.0
PUvVjWR3zTQ,PT5M5S,305.0
mebZJFd8_Vw,PT12M42S,762.0
15aTCG3as6Q,PT10M32S,632.0
9WwKW2wIU-k,PT8H16M36S,29796.0
rH_sH0jPVTg,PT5M20S,320.0
3yt4JsB9psg,PT10M20S,620.0
A_fUji0jTAE,PT4M36S,276.0
uA8d1Y4K-2w,PT10M1S,601.0
hNsd-m30m2E,PT7M,420.0
BEcs3TL8DII,PT3M45S,225.0
LO0FwPXJbi0,PT11M1S,661.0
qoPCbB_uGMw,PT1M3S,63.0
zslYmBRhdOM,PT12M3S,723.0
RggWMGU2iYw,PT34S,34.0
2sxuAm569IY,PT2M2S,122.0
AM1pavPRU8E,PT2M35S,155.0
R39-E3uG5J0,PT14M52S,892.0
l3f_1zEEnR0,PT2M39S,159.0
KDPG0YEsD5Q,PT5M19S,319.0
Rjv1NlMiUyI,PT3M40S,220.0
sciODVQP43w,PT1M15S,75.0
vgX5M1eVhyw,PT3M46S,226.0
NbUtY1RVvn8,PT6M55S,415.0
_h9EEni5rks,PT57S,57.0
tNOkWPYY8No,PT7M19S,439.0
3L_a9HxXzS0,PT2M59S,179.0
5wVnr3cahQg,PT13M25S,805.0
_cn12TCA4SY,PT3M43S,223.0
_0p3gPzPGNs,PT22S,22.0
r04uNjeWHO0,PT1M34S,94.0
Ux7f_eqeLYw,PT6M12S,372.0
JP5BL-lCoQI,PT55M28S,3328.0
w4n1XcBdwFk,PT9M33S,573.0
9bdXZzQvb0U,PT1M,60.0
dYXaxeJBj5k,PT6M47S,407.0
GF_0i9WxA_s,PT9M2S,542.0
GcbsIv3QdFs,PT5M23S,323.0
2b5C6Xp3pwA,PT13M46S,826.0
kqWQFnH6h-E,PT6M43S,403.0
n1_Nx4OXnjU,PT13M16S,796.0
Yxv5EY-JwmU,PT57S,57.0
mlCflbej6EM,PT7M10S,430.0
9v_rtaye2yY,PT5M18S,318.0
vn9mMeWcgoM,PT2M27S,147.0
JBDWIGpKnwM,PT14M,840.0
aj8mN_7Apcw,PT1M56S,116.0
Bs5Ml7_2wT0,PT3H19M16S,11956.0
iGXYZwZEZa0,PT7M6S,426.0
dyBFAX4SDEc,PT2M37S,157.0
vW7H-DKivX8,PT14M17S,857.0
56KYMMGudcU,PT6M12S,372.0
hjZJaf6FbOw,PT7M59S,479.0
EZSCtgfmEO0,PT6M29S,389.0
oXE-ssvbhQA,PT29M42S,1782.0
eYJCjVkOImU,PT3M23S,203.0
jibff9m0SjQ,PT7M16S,436.0
bye513KciIk,PT3M26S,206.0
bPj2fbz0ZgA,PT9M31S,571.0
OVa-sqcDYZ4,PT26M54S,1614.0
inZzcTXYowY,PT3M22S,202.0
6TOSV3-7hzU,PT1M22S,82.0
2jhwGiO5XJ8,PT6M16S,376.0
Sqbv7cCM5AI,PT3M45S,225.0
hpvDsw1D29w,PT1M2S,62.0
8KaKWPJq5dY,PT19M54S,1194.0
5Ad2pIlg3Dk,PT1M8S,68.0
HKIIgYFhQlE,PT3M26S,206.0
h8Q3IhUwX_4,PT3M5S,185.0
MUB-h2NeQYA,PT2M48S,168.0
2E_HEeOpiEA,PT20M9S,1209.0
d9h_qtOoFnA,PT3M54S,234.0
fd7M_5xW0SI,PT3M28S,208.0
2jP6MFBXFaA,PT6M3S,363.0
ixMqVcjsSVM,PT27M46S,1666.0
p4qyWei8Kmo,PT1H17M22S,4642.0
xlQLyAOQXjQ,PT25M3S,1503.0
oKeF7K2VZtQ,PT1H1M15S,3675.0
jXoDKhdUvFo,PT4M58S,298.0
exQ2u3qSfrM,PT3M27S,207.0
VFreC_yfQqs,PT1M19S,79.0
Wff1pf2EdS4,PT3M15S,195.0
sZWmwHjFRPI,PT3M56S,236.0
Nl6YEW1s7x8,PT3M25S,205.0
MkR8GY2YBAU,PT5M2S,302.0
LiXQFixzqJ4,PT3M34S,214.0
gd5a6LUuU-w,PT3M31S,211.0
vOEaiQ2d6Mo,PT4M27S,267.0
8Jmd7-1quDM,PT13M34S,814.0
VKY5Ws1Ys1w,PT9M39S,579.0
l35LGiJmXNs,PT1M18S,78.0
PXWlnc-Qcwg,PT37S,37.0
fuHcdFPBKy0,PT12M50S,770.0
6i2cebTn0nc,PT16M53S,1013.0
00nmxR1mxIA,PT6M32S,392.0
bo8OYPYRTIY,PT5M59S,359.0
Ub53c95Soqk,PT6M3S,363.0
ZYCDNf1a-kY,PT4M51S,291.0
uwUchGQRXKM,PT15M36S,936.0
Zi9MkiQzl20,PT1M58S,118.0
H4CkXh3FSo8,PT4M3S,243.0
aphpJi5jKrM,PT5M19S,319.0
Y26pMy4jf8U,PT9M35S,575.0
fJJBAwiOjRI,PT14M41S,881.0
RdAKIVgTKuw,PT1M31S,91.0
MtFjRvKfv70,PT23M16S,1396.0
ySBjb4_JGtY,PT4M42S,282.0
mQ8sFRuDyiU,PT41S,41.0
37xIzAWyO8I,PT16M30S,990.0
a9B4AgwYG4E,PT6M34S,394.0
O3bqhRN2thM,PT11M52S,712.0
upC36TCNXvg,PT6M48S,408.0
30TkClWvT5k,PT3M39S,219.0
q6xYUHb4B1k,PT10M54S,654.0
YPHDFdk_BW8,PT1M32S,92.0
cSp1dM2Vj48,PT2M26S,146.0
A8HLnDP6uRM,PT6M9S,369.0
S-4rhjO6xYg,PT18M6S,1086.0
ZWAkzvL5Ho4,PT18S,18.0
Ep6-bNu16_I,PT17M13S,1033.0
UVNIEszp2UQ,PT1H24M35S,5075.0
X3gKYTc6lbw,PT4M12S,252.0
1bSDtlARvPI,PT4M37S,277.0
oiC_HG3u-nk,PT59S,59.0
UAJDrWVyOoA,PT3M45S,225.0
ta6sV6WrElE,PT13M12S,792.0
QsLmJq8cHlA,PT1M30S,90.0
K7XsnDRtAcw,PT1M44S,104.0
Zzi4EQKBbOY,PT2M29S,149.0
vglAsbxMX_Q,PT6M40S,400.0
RUbWdNGaYEg,PT50S,50.0
8H0alk0e0tg,PT1H7M22S,4042.0
zYlW81GZYug,PT4M30S,270.0
OPbtnEXZ1H0,PT8M32S,512.0
S7kG641iA_g,PT3M48S,228.0
WmNGq56WMLE,PT2M37S,157.0
r3d2alzgjKc,PT11S,11.0
dw74T9x6lDE,PT7M52S,472.0
1yf8ZSjtXiI,PT4M14S,254.0
QOdVw75Vbv4,PT6M7S,367.0
tvs3yvEcARA,PT9M45S,585.0
GkgkP0ARxd0,PT5M38S,338.0
JlcJaCS4BPM,PT8M45S,525.0
KUSc7aScV9w,PT3M59S,239.0
r4VJ8o6yqzM,PT7M55S,475.0
t5Lz14wu1uw,PT28S,28.0
khPLWaBioOs,PT2M57S,177.0
UH0nTHb6OdY,PT10M26S,626.0
t5_dSCu_mLY,PT5M56S,356.0
-oOlAGKBXnA,PT27S,27.0
1HJkmKODN4Y,PT1M42S,102.0
3UoKswz6OQc,PT1M41S,101.0
2QHltvwTjSk,PT4M34S,274.0
yqulWPljawo,PT4M38S,278.0
IXJhN4cOVM0,PT2M33S,153.0
-o7zywbiFVI,PT1M4S,64.0
_JhaVNJb3ag,PT1M23S,83.0
2yCp-Dj5-7c,PT1M14S,74.0
N4LQuwSjc34,PT30M18S,1818.0
